"제안번호","제안제목","제안내용","제안등록일자"
"187701","서울시 다중문화시설 이용시민 케어 코로나예방키트백 판촉물 제안서","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187701","2020-06-17 18:13:28.0"
"187700","코로나19 마스크로는 100% 차단 할수 없다 공기정화 코고리 안심마스크 보급하여 코로나를 박멸 치료 합시다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187700","2020-06-17 17:25:36.0"
"187699","코로나19 해외 입국자 처리","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187699","2020-06-17 16:04:26.0"
"187698","코인노래방의 출입자 현황 파악 방법에 대한 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187698","2020-06-17 15:10:11.0"
"187696","대기 장소에 간이 의자 설치","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187696","2020-06-17 11:42:47.0"
"187695","코로나19로 인한 서울시 공원 체육시설 개방건의","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187695","2020-06-17 10:20:32.0"
"187694","서울특별시 내에 있는 계곡을 국민에게 돌려주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187694","2020-06-17 10:16:43.0"
"187692","버스 노선  추가배치 요망","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187692","2020-06-17 09:37:20.0"
"187691","외국인노동자의 입국을 어렵게하는 행정","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187691","2020-06-16 18:48:51.0"
"187690","남대문 뒤뜰에 조선시대 4대문안 미니어처 설치","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187690","2020-06-16 17:02:41.0"
"187689","배터리 교체형 오토바이 임대사업을 통한 공적 배달서비스 및 친환경 전기 구동기기 도입.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187689","2020-06-16 16:29:34.0"
"187688","따릉이 제품 교환 요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187688","2020-06-16 14:56:32.0"
"187687","서울시 태양광지원 사업","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187687","2020-06-16 13:55:16.0"
"187686","도시미관을 해치는 오도바이 광고물 자진철거해야","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187686","2020-06-16 13:51:58.0"
"187685","승용차 마일리지 계산 방법 개선안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187685","2020-06-16 09:27:22.0"
"187684","난지물재생센터의 전용 홈페이지 제작을 건의합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187684","2020-06-16 00:11:58.0"
"187683","코로나 대대적 홍보해 주세요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187683","2020-06-15 23:28:37.0"
"187682","강북구청 재건축","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187682","2020-06-15 19:32:40.0"
"187681","코로나19 완치자의 혈장 기증 운동 전개하자","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187681","2020-06-15 14:51:41.0"
"187680","'건축공사현장 자동 모니터링 시스템' 개발 구축과 처벌 규정 법 개정 검토하여 신뢰받는 건축행정 요구","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187680","2020-06-15 13:59:29.0"
"187679","군면허도 운전경력 인정해주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187679","2020-06-15 13:44:51.0"
"187678","반려견 양육을 위한 공공교육","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187678","2020-06-15 12:15:59.0"
"187677","안전교육 장비 대여","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187677","2020-06-15 11:51:38.0"
"187676","자영업자 마스크의무착용","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187676","2020-06-15 10:31:51.0"
"187675","코로나로 인한 일회용 플라스틱 사용 증가 문제","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187675","2020-06-14 14:18:11.0"
"187674","본인집밖에서는 마스크 착용 행정명령","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187674","2020-06-13 22:56:58.0"
"187673","실질적인 임산부 배려석 운영을 위한 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187673","2020-06-13 22:34:20.0"
"187672","아파트 안전 진단 요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187672","2020-06-13 21:51:12.0"
"187671","아파트 음식물쓰레기 기계에 냉장기능 추가 제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187671","2020-06-13 19:14:21.0"
"187669","서울시 자영업자 생존자금 지급기준","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187669","2020-06-13 16:55:39.0"
"187668","공공시설 코로나 예방","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187668","2020-06-13 16:04:47.0"
"187667","마포 유수지 공영주차장 화장실 야간 개방 요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187667","2020-06-13 12:24:38.0"
"187666","유출 지하수 활용을 위한 새로운 급수전 이용 방안을 제안합니다!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187666","2020-06-13 12:02:53.0"
"187665","장애인 복지관 조기 개관 요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187665","2020-06-13 09:04:41.0"
"187664","서울시 재난긴급생활비 미신청시 추후 재발급","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187664","2020-06-12 22:00:59.0"
"187663","생존자금 기준년도 불만","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187663","2020-06-12 16:34:38.0"
"187662","쪽방촌 주민들의 무더위대응 지원 촉구","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187662","2020-06-12 14:01:19.0"
"187661","이번 요양원 확진자 발생에 대한 우려와 건의","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187661","2020-06-12 13:34:11.0"
"187660","[구로구청 동선 공개의 정보질을 높여 주세요]","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187660","2020-06-12 12:48:42.0"
"187659","스터디카페 실내 마스크 착용지침을 내려주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187659","2020-06-12 12:00:23.0"
"187658","심폐소생술 교구 대여","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187658","2020-06-12 11:18:58.0"
"187657","어린이보호구역","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187657","2020-06-12 11:15:45.0"
"187655","결식아동을 돕는 꿈나무카드의 개선안을 제안합니다!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187655","2020-06-12 04:45:01.0"
"187654","코로나 19 방역 기자재 전시회 중　방역 대책본부　확산되는　코로나１９　허점을　코고리가 해결한다．","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187654","2020-06-11 20:47:19.0"
"187653","여긴그냥 서울시에서 편한것들만 공론하는곳인듯.....","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187653","2020-06-11 17:38:55.0"
"187652","지하철 내 마스크 미착용자에 대한 적극 단속이 필요합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187652","2020-06-11 16:37:36.0"
"187651","임산부 출퇴근 택시비 감면 복지(바우쳐카드 허용 등)","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187651","2020-06-11 16:16:12.0"
"187650","특수고용프리랜서 서울시 지원금에 대한 입금은 언제되는지요?","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187650","2020-06-11 13:18:06.0"
"187648","직장생활속 점심시간 거리두기 제안.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187648","2020-06-11 11:30:08.0"
"187647","택시 담배 냄세  zero","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187647","2020-06-10 20:41:49.0"
"187646","제로페이 안내문규","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187646","2020-06-10 18:23:30.0"
"187645","대중교통 버스 임산부석 대책 요망","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187645","2020-06-10 17:55:22.0"
"187644","서울시에서 두발규제를 없애주셨으면 합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187644","2020-06-10 16:36:04.0"
"187643","코로나   의료진  들  에게      아이스   조끼  를    지급  해   주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187643","2020-06-10 16:11:22.0"
"187642","저상버스 운행 중 장애인 탑승 시","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187642","2020-06-10 15:22:08.0"
"187641","코로나는 계속 확산되는데 대형 행사 개최에 대한 제재 및 중단이 필요합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187641","2020-06-10 13:41:54.0"
"187640","코로나 사회적 거리두기 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187640","2020-06-10 11:47:05.0"
"187639","방과후학교 학교 밖 이관","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187639","2020-06-10 09:57:57.0"
"187638","여름용비말차단마스크5부제해주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187638","2020-06-10 09:46:22.0"
"187636","거점 교차로에 방향 번호 이정표 필요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187636","2020-06-09 22:41:59.0"
"187635","서울 시내버스 102번 버스 연장 노선 제한합니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187635","2020-06-09 21:21:08.0"
"187634","경복궁앞가로수식재","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187634","2020-06-09 21:09:23.0"
"187633","어르신 일자리","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187633","2020-06-09 19:46:59.0"
"187625","&#34;공사현장 자동 소음관리 시스템&#34; 개발하여 소음민원 적극처리 요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187625","2020-06-09 16:57:36.0"
"187624","남산도서관 앞 택시정류장 광고문고 개선요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187624","2020-06-09 09:20:43.0"
"187623","코로나19 확진 받았을 경우 경험하게 되는 상황에 대한 교육자료가 필요합니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187623","2020-06-09 09:12:53.0"
"187622","코로나 영업규제","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187622","2020-06-09 06:37:42.0"
"187621","물을 사용하지않고 위생적인 방법으로 식사나 약을 먹을  수 있고 신종쿄로나19예방","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187621","2020-06-09 01:27:31.0"
"187620","길고양이 학대 하지 마세요!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187620","2020-06-09 00:28:28.0"
"187618","배드민턴 동호회도 전수조사필요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187618","2020-06-08 13:25:27.0"
"187617","담배꽁초 수거함제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187617","2020-06-08 10:58:27.0"
"187616","애들아 봐라","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187616","2020-06-07 23:05:23.0"
"187615","그늘막대체","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187615","2020-06-07 22:32:53.0"
"187614","자전거도로 따릉이의 기본수칙 캠페인 벌이기","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187614","2020-06-07 21:55:54.0"
"187613","아이스팩 수거함을 만들어주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187613","2020-06-07 15:31:38.0"
"187612","스터디카페가 코로나의 새로운 진원지가 될 수 있습니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187612","2020-06-07 08:55:10.0"
"187611","서울시 평생학습포털 온라인 강의에 &#34;수화&#34;과목 개설 가능할까요?","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187611","2020-06-07 08:54:02.0"
"187610","신분당선 도심 연장안을 변경해주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187610","2020-06-07 02:48:35.0"
"187609","대한민국과 서울시의 상징 랜드마크로 한강에 아치형 관광교각을 만들어 주세요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187609","2020-06-06 16:36:04.0"
"187608","경부고속도로버스전용도로","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187608","2020-06-06 12:14:04.0"
"187607","동대문 역사 공원 피아노","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187607","2020-06-06 05:19:31.0"
"187605","코로나로 들어난 만연한 혐오의 실태","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187605","2020-06-05 15:48:16.0"
"187604","코로나19극복의 방안 : 기화되는 소독살균제의 주기적 분사","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187604","2020-06-05 14:24:16.0"
"187603","19년도에 창업한 자영업자들은 모두 생존자금 줘야된다고 생각합니다!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187603","2020-06-05 14:23:48.0"
"187602","한강변 구명용 튜브 추가 설치","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187602","2020-06-05 14:04:52.0"
"187601","전시회 개최에 따른 COVID-19 위험성 제보","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187601","2020-06-05 11:54:29.0"
"187600","강채윤님께서 다자녀 수도요금 감면 조례 관련하여 제안을 주셨습니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187600","2020-06-05 10:43:40.0"
"187599","코로나  마스크 대용   손부채사용","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187599","2020-06-05 08:48:48.0"
"187598","노숙자들에게 노동의 가치와 직업훈련의 기회를 제공하여 사회의 일원으로 복귀하는 것을 돕자","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187598","2020-06-04 23:23:37.0"
"187597","김포공항 비행기 소음에 대한 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187597","2020-06-04 22:30:42.0"
"187596","인도의 오토바이","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187596","2020-06-04 21:45:46.0"
"187595","금하마을 발전을 위하여","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187595","2020-06-04 21:04:34.0"
"187594","COVID19로 불안한 중에 회사가 주도하는 전직원 규모의 단체 활동들은 제제해야 하지 않을까요?","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187594","2020-06-04 20:29:27.0"
"187593","윤미향님 없애야 합니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187593","2020-06-04 18:42:17.0"
"187592","청계천로 자전거 도로 전용 신호 추가","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187592","2020-06-04 13:58:44.0"
"187591","시민 거주지에 태양광 발전????","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187591","2020-06-04 13:32:59.0"
"187590","고용보험에 대하여","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187590","2020-06-04 12:07:36.0"
"187589","자동차 전기충전소","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187589","2020-06-04 09:02:15.0"
"187588","(오타)수정안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187588","2020-06-03 22:48:11.0"
"187587","재난 앞에 드러나는 사람들의 사악한 이기심","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187587","2020-06-03 19:39:13.0"
"187586","한강 교량명 네온사인(조명) 표기 설치","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187586","2020-06-03 18:24:59.0"
"187585","재외국민 긴급재난지원금 신청의 건","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187585","2020-06-03 17:22:12.0"
"187584","공공근로 신청자격 보완 요청 !!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187584","2020-06-03 15:38:48.0"
"187583","출퇴근시간 가로변 버스전용차로에 불법 주차한 택시 택배 등 차량에 대해 정기적 단속 실시 요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187583","2020-06-03 11:42:50.0"
"187582","지구를지켜라!  우산 빗물제거기 확대 설치","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187582","2020-06-03 10:42:07.0"
"187581","일용직 전자근로계약시스템 도입을 제안드립니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187581","2020-06-03 10:25:23.0"
"187580","따릉이 교통(후불)카드 도입 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187580","2020-06-03 09:39:19.0"
"187579","코로나로인한자영업자","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187579","2020-06-03 07:13:06.0"
"187578","안전한한강공원","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187578","2020-06-03 07:03:42.0"
"187576","시위신청하고 노점을 하는 행위","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187576","2020-06-03 02:40:44.0"
"187575","다중이용시설 출입시 교통카드를 사용한 태그를 제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187575","2020-06-03 00:16:10.0"
"187574","단독주택 재건축사업의 ‘세입자 보상대책’ 의무화","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187574","2020-06-02 22:54:19.0"
"187573","코로나 재난지원금 교통요금으로 이용가능 하게 해주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187573","2020-06-02 22:34:19.0"
"187572","제로페이 카드형도 만들어주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187572","2020-06-02 21:20:52.0"
"187571","공동주택 COVID-19 위생규칙 배포","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187571","2020-06-02 21:05:15.0"
"187570","중앙차로 버스정류장 안전봉 설치건의","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187570","2020-06-02 20:42:14.0"
"187569","국민을 위한 시민제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187569","2020-06-02 20:25:31.0"
"187568","따릉이 타이어의 중요 정보 제안(유지보수관련)","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187568","2020-06-02 20:09:50.0"
"187567","노들섬을 반려동물과 함께하는 공간으로 조성하는 계획을 제안합니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187567","2020-06-02 18:47:03.0"
"187566","광화문 버스정류장의불편함","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187566","2020-06-02 18:14:09.0"
"187565","한국동요체험관","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187565","2020-06-02 16:56:30.0"
"187564","과천 서울대공원 주차장에 전기차 충전소 설치 요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187564","2020-06-02 15:34:45.0"
"187563","세대주 단위가 아니라 개인단위로도 신청 가능하게 해주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187563","2020-06-02 15:15:59.0"
"187562","페트병 병물 아리수의 생산을 중단해야 합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187562","2020-06-02 15:10:29.0"
"187561","서울 시민은 맑은 공기를 마실 권리가 있습니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187561","2020-06-02 14:25:28.0"
"187560","임상시험시기 단축을 위한 관리","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187560","2020-06-02 14:08:35.0"
"187559","비 대면 마스크 자동판매기(Untact Mask VendingMachine)을 제안 드립니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187559","2020-06-02 12:49:37.0"
"187558","서울시에서 운영하는 따릉이 자전거에 분실 전화번호 삽입 부탁드립니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187558","2020-06-02 11:14:58.0"
"187557","어린이 대공원은 어린이에게","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187557","2020-06-02 11:07:22.0"
"187556","따르릉 자전거 옆 바람넣는 펌프설치 요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187556","2020-06-02 10:42:52.0"
"187555","서울시 청년 디지털 사업 추진","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187555","2020-06-02 10:38:47.0"
"187554","공공시설 휴관대신 인원수를 제한해서 운영하는 방안은 어떨까요?","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187554","2020-06-01 19:18:11.0"
"187553","강동구 상일동 공공도서관 건립 원안대로 추진해 주셨으면 좋겠습니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187553","2020-06-01 17:40:22.0"
"187552","공항택시  역차별 우대","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187552","2020-06-01 17:15:14.0"
"187551","공항택시  역차별 우대","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187551","2020-06-01 17:13:44.0"
"187550","고용 안전 지원금?","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187550","2020-06-01 17:06:25.0"
"187549","&#34;민주주의 서울&#34;의 맨앞에 누락된 &#34;자유&#34;를 꼭 표기해야만합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187549","2020-06-01 11:34:31.0"
"187548","공공 푸드 크라우드 서비스를 제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187548","2020-06-01 01:29:26.0"
"187547","잠원지구 주차장 주차요금 사전 정산기기 운영 요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187547","2020-05-31 18:19:44.0"
"187546","아이들의 작업장을 만들어주세요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187546","2020-05-31 18:00:12.0"
"187545","모든 장애인에게 초록리본을 달아주세요!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187545","2020-05-31 15:35:12.0"
"187544","지하철 에스컬레이터","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187544","2020-05-31 14:07:15.0"
"187543","대중교통 마스크 승차제한 세부준수","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187543","2020-05-31 13:47:08.0"
"187542","중형버스 일반버스 와같은 승차대 낮은버스도입","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187542","2020-05-31 11:54:42.0"
"187541","박원순 시장님 도와주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187541","2020-05-31 07:44:06.0"
"187540","창동차량기지 활용 방안에 대해 서울시민들의 의견이 궁금합니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187540","2020-05-30 22:38:47.0"
"187539","서울 투어 코스 제작 -구보씨 투어","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187539","2020-05-30 22:35:14.0"
"187538","서울로7017의 발전을 위한 개선방안 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187538","2020-05-30 19:59:21.0"
"187537","공적마스크 판매 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187537","2020-05-30 19:52:51.0"
"187536","폐업한가게 간판 제거 의무화 건의","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187536","2020-05-30 19:26:55.0"
"187535","코로나 집단발병 우려 대형 건물 공조시스템 점검 및 보수","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187535","2020-05-30 18:04:52.0"
"187534","일주전  무도장 마스크 착용좀 점검해달라는 ？견은  묵살되었나요?","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187534","2020-05-30 16:59:31.0"
"187533","디지털미디어시티역[DMC] 버스정류장 신설하자.................","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187533","2020-05-30 16:55:27.0"
"187532","따릉이 대여소에 천막 설치","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187532","2020-05-30 12:02:08.0"
"187531","52일간 서울의료원에서 치료를 받는동안 간호사글에게 고마움에 감사를 ？시합니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187531","2020-05-30 10:40:08.0"
"187530","정류소 신설해주십시요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187530","2020-05-30 09:12:23.0"
"187529","코로나 시기 SK 주최 대학생 대외활동 자제 요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187529","2020-05-29 23:25:25.0"
"187520","사회적 거리뛰우기(사람간 거리 2m 뛰우기) 자율실천 할수 있어야 선진국민?","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187520","2020-05-29 14:15:32.0"
"187518","전통시장 화장실 의무","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187518","2020-05-29 11:24:58.0"
"187516","자영업자 생존자금","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187516","2020-05-29 08:43:08.0"
"187515","홍콩인들의 이민을 적극 유치하고 그들의 인적자원 자본을 활용하여 서울시를 글로벌 금융 허브로.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187515","2020-05-29 08:42:25.0"
"187514","식당 부페등 일반음식점 언론에서 떠들어야 관리할껀가요?","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187514","2020-05-29 08:37:54.0"
"187513","코로나 계획이 뭔가요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187513","2020-05-29 08:18:22.0"
"187512","서울 소재 기업들 회식 좀 당분간 막아주세요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187512","2020-05-28 22:52:11.0"
"187511","행정을 일관성 있게 실행하세요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187511","2020-05-28 21:36:45.0"
"187510","택시 마스크 착용 의무화조치에 따른 택시 승객에 대한 마스크 판매 허용","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187510","2020-05-28 19:57:38.0"
"187507","식당 조리시 마스크 필수되게 해주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187507","2020-05-28 17:36:54.0"
"187506","도로교통법 개정안 그리고 코로나19 전염병으로 인한 대중교통 이용 기피","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187506","2020-05-28 16:54:45.0"
"187505","저희아이의 교육 지켜주세요!!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187505","2020-05-28 16:37:39.0"
"187502","271b번 페선하자","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187502","2020-05-28 12:06:07.0"
"187501","어린이대공원 팔각정을 동화체험관 (숲속 동화 놀이터 )으로 제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187501","2020-05-28 12:06:00.0"
"187500","교육의 다양성을 선택할 권리를 지켜주세요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187500","2020-05-28 11:29:00.0"
"187497","지하철 매봉역4번출구앞 보행로 혼잡개선","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187497","2020-05-28 10:34:49.0"
"187496","서울시 긴급생활비지원 신청기간 연장요청의 건","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187496","2020-05-28 09:58:09.0"
"187495","덴탈 마스크자판기 설치","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187495","2020-05-27 18:44:56.0"
"187494","초등학교 학교보안관 선발 방식 개선방안 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187494","2020-05-27 17:11:39.0"
"187492","저는 친구들과 마음껏 뛰놀고 편안하게 쉴 수 있는 서울시를 만들기 위해 제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187492","2020-05-27 13:30:32.0"
"187491","제로페이 따릉이 앱 데이터 무료정책","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=187491","2020-05-27 13:24:50.0"
